equipment_type,avg_temperature_c,power_consumption_kw,runtime_hours_per_day,load_percentage,alarm_count,days_since_last_maintenance,anomaly_detected,failure_risk_score
Pump,27.01513626523569,35.27344484957129,15.5308997990228,97.76427796987906,0,80,0,0.6603401022905904
Chiller,18.713170798337817,5.075139937549449,23.66681536828453,88.74599608563808,4,51,0,1.1952821154626583
AHU,34.46430921910452,105.12693892443453,8.83202552871526,28.801417690203486,1,102,0,0.7970996087596911
AHU,31.57814125812777,96.14840351905049,17.625642210648678,95.79423984478345,1,176,1,1.2566995193290513
Chiller,22.977974623916403,77.14282753542797,18.319693870834485,53.86864218806288,0,10,0,0.5184716195063106
AHU,34.65949559910046,91.28056285296685,16.14648833586132,20.744823260988294,3,237,1,1.2523669463737916
Chiller,28.231987023817474,22.485585253816556,5.771566792732882,55.391499259855486,2,100,0,0.8222415972159786
Chiller,27.90118518952319,57.70721337757117,17.53744551655153,23.685533574037407,2,228,0,0.5905303372814074
Pump,30.717244050302046,45.390229545109804,5.28189422072351,63.5102336928894,1,64,0,0.7920049018480123
Pump,31.80008639753234,15.784300519556897,15.922852990997939,47.0843221949641,2,19,0,0.6737566777752722
Pump,29.160136324635545,60.90500579971627,18.791623544434852,57.8747946875239,0,332,1,0.8850831924990024
Chiller,20.1776276882254,110.88505978940307,8.21939781239901,69.05362885944936,2,318,0,0.913311148273719
Chiller,23.750547601906472,9.606798690829866,20.832440150855483,89.50408766542563,2,141,0,0.5593010735619817
AHU,33.77742188554284,38.5180050517863,4.607076110660085,72.95212611775429,2,25,0,0.5472771103700322
AHU,21.818465401345485,28.867207663655897,20.87625727316612,54.723909478254456,2,228,0,0.5840975092583266
Chiller,24.326839405237727,32.38686517155507,13.206581012855303,85.55422829362921,2,89,0,0.47280132132179525
AHU,25.345307010051332,109.46997346612815,8.35175879863289,92.44657100585057,2,92,0,0.6753124440148415
Chiller,25.46988482480569,58.82794123694337,6.67556289987936,29.580797314575776,0,42,0,0.26292613500007006
Pump,28.419972902406933,58.624432488079165,23.06614335164745,62.554638204223316,1,295,1,1.2554921544619506
Chiller,34.032289241660024,92.46619888235746,5.453311751623135,42.76095677939553,1,81,0,0.9968454744481796
AHU,22.091776101152583,22.76660346056647,7.981868398718513,23.764895830155794,3,107,0,0.7676013028890442
Chiller,20.065523397115605,61.03551572150584,10.956446948660918,73.48373560911882,1,111,0,0.6927855279873931
AHU,21.356998327618935,54.44829962392187,16.404696979222408,89.02166219673805,5,277,1,1.2076479192759957
AHU,33.07772330355758,73.64472941286546,14.896021705521967,33.03221235819152,3,214,1,1.4583791130475763
Chiller,28.978783815138502,119.94913587380043,6.51286984824628,84.99309260991204,3,231,1,1.9718610695265903
Pump,22.860415417065724,93.48662281943541,9.794559674764292,88.27165868295533,2,306,0,0.8757817852090634
Pump,31.871097962466493,50.75455584700413,8.775035421720482,93.14723541331868,1,121,0,1.1344740455789124
Pump,32.64328993817841,100.1686010115154,8.270857089806828,41.22280712688419,3,134,1,1.3353267973699616
Pump,32.390743757734725,24.631461780935222,12.222886729599741,92.31624521519115,2,306,0,1.1176953668175222
AHU,33.621751071872424,8.503323925530415,18.08062905183314,45.653020378914576,0,208,0,1.0830962465757161
Pump,22.288097342947147,28.5115628333914,8.34905864434472,64.18704107644022,3,257,0,0.8170234561898778
Chiller,30.83571278868673,44.14732895313986,11.333577594059628,24.04059766658257,1,185,0,0.7944810623094423
Chiller,25.82917145366038,63.716787107849385,11.818348536823246,23.51048706949949,1,286,0,0.5355294537530259
Chiller,32.313975399131046,75.73985116223798,23.529130588708203,77.62985701857623,2,363,1,1.2964128734314733
Chiller,30.384341511747422,109.7196574796585,23.093327137581376,55.55839823822328,1,180,1,1.0315857779671893
AHU,31.19960659049532,63.63321109830263,20.002751655041518,40.50339002953741,0,48,0,0.942759121958226
Chiller,29.154751240578214,62.646699131958876,8.833178416383703,35.23307968199282,3,87,1,1.4515452222429168
Pump,21.01628908098502,10.777946129642945,5.360746281833394,73.59627926873745,3,19,0,0.8358808699987056
AHU,27.265457621247954,9.014828555465737,10.338082754412495,20.03212352202719,3,46,0,0.5688548879693464
Chiller,34.73938557191664,68.38339562038279,9.335890988676617,84.47129353574834,1,56,0,1.2461058334843014
AHU,33.93559713045102,55.390540523559615,14.118516002927878,26.339968490394305,2,229,0,1.041639867104752
Chiller,18.7339535085492,101.50574542273434,19.55455820135586,35.319169192649554,0,145,0,0.6404405488417636
Pump,20.80185186740043,23.478152241862198,21.166458777577162,50.89891162392717,1,92,0,0.5869681243945091
Chiller,20.239389148727554,7.871741143460704,20.89728170821017,58.78869917728829,1,82,0,0.523504943855381
Pump,30.341658469750023,56.639458311964475,11.193511224461355,48.399609265115345,1,225,0,1.180203501509117
Pump,31.902350607568067,32.31003402650961,17.74468686921366,45.656973198743515,1,79,0,0.6968248517299733
Chiller,21.62969322728142,10.705652933966306,10.256683950484401,97.11328096585507,0,150,0,0.5571655891392279
Chiller,26.599495780181094,88.32880298747733,5.218110864703654,71.32637449947154,4,361,1,1.5504619365773868
Pump,32.2919514761904,17.83319499508346,18.031305312058848,21.874636429391057,3,283,1,1.3739254681655189
AHU,30.45762626102626,74.95674250089374,4.1965510513957565,54.41407267554506,3,311,1,1.6944436109292296
AHU,27.21803249336142,37.320721269192255,12.183651749169771,90.00069597951762,5,160,0,1.095056764904398
Pump,28.03591073779914,24.952045790827533,10.587585386041514,44.11649491285344,3,316,1,1.722851138790732
Chiller,26.64212929757676,48.671425135721506,17.86755077037705,27.56450758195106,3,156,0,0.8047584010511349
AHU,23.05832367241995,97.16626426563967,19.324909455207578,80.67078172719343,2,156,0,0.8539225347128432
Chiller,27.605373878603274,50.09076134402586,10.081892719425676,68.48110655488651,1,202,0,0.492269580639786
Pump,29.71105013485154,91.33850965927141,20.23254028889707,65.62500062612031,1,341,1,1.5235951365168638
AHU,32.84648956963373,19.43092413190233,9.878335210098676,24.286124768592636,2,342,0,1.1147448956113766
Chiller,28.816953017647215,93.8687132614841,12.926527199731225,31.239920783641388,0,117,0,0.6998178827169141
Chiller,30.939066129733686,32.247332364264594,18.54037054028268,69.8039516970491,2,154,0,1.120177829078321
Chiller,20.72121779422774,82.90020993722037,17.858404584495773,36.625907316706865,4,364,1,1.2001097769152258
Chiller,25.846477065136426,70.06487880671457,23.747369446244,60.325606379873946,2,331,0,0.7100026768429283
AHU,18.158637537060585,111.85164247934405,8.503220484318637,63.59053488235148,3,119,0,1.0201721449935925
AHU,22.193540696867593,49.54208956716111,17.246358270791646,42.680575221675156,0,199,0,0.5011094643155576
Pump,30.34984915692108,12.60899671596065,16.193638165515548,95.87401244331943,0,263,0,1.084436342343193
AHU,34.86076917293918,7.202880838394083,22.301969089800597,87.397128546846,2,184,0,0.9935979775276939
Chiller,19.68602769298267,100.0887345118666,7.127242832897501,77.78988061062388,3,148,0,1.263255914422961
AHU,24.8254033696419,65.3445983310647,19.03596327173866,26.239509312752727,2,166,0,0.6784907270140293
Pump,31.60120646788571,94.15306596101917,15.365372325375366,28.490401544721557,0,75,0,0.9908824325776192
AHU,21.46860578869128,31.958944001324188,9.493317395758108,59.422507669196456,1,236,0,0.4252457340099679
Pump,27.436444138138867,44.68463073402188,13.488698282943481,32.857067935278856,1,314,0,0.8392411136925322
AHU,30.46221203250447,8.461945304301679,10.675531941395956,98.26123708235792,2,272,0,1.2262308771531616
AHU,28.471752654423042,115.5716173260229,15.586268055769217,32.68161872219275,1,179,0,0.8019529059201249
AHU,21.196420488462074,81.80480927059354,21.78001221629332,58.99742683711792,1,283,0,1.0401731126129212
Chiller,24.041537667657572,112.31858509232022,15.386099688244041,49.12968454732044,2,51,0,0.5021783871519082
Chiller,31.324460336251754,35.53208685434332,16.63444836653168,71.15091371632784,2,75,0,0.9669723593107818
Chiller,27.42185074024428,75.31831529095099,14.374956942294189,30.322912711153993,1,144,0,0.5457159813952757
AHU,18.088903430229518,83.02749635365335,5.023310128909518,54.42531424339127,0,343,0,0.7506671223679053
Chiller,30.936842920477595,41.51821552962267,8.657171137521885,41.97640262457149,1,188,0,1.1201867748938121
AHU,18.600293033984066,102.53256202679746,13.840034588641656,91.02012197373504,2,123,0,0.7502230407731671
Pump,30.677474306430945,113.9235682335285,10.204705674894095,23.246856970775607,2,332,1,0.8967995914837784
Chiller,21.442169522809035,106.7583385350405,7.635271955223884,93.09819952051674,1,251,0,1.1220208731661643
AHU,34.28724916202947,89.99270223302784,14.082656838368766,86.63953108424003,0,296,1,1.6613785442387776
Pump,24.254992772135438,36.90843816836971,10.456195868957007,43.805657315265236,3,323,0,1.1826255094471347
Chiller,23.557837477747345,37.38584484214765,9.162152863468295,83.14325237416838,4,130,0,0.9431845235495423
Chiller,20.53109685565156,115.78643685129435,13.279708348807617,22.497084827099805,0,252,0,0.5620907201821111
Chiller,23.195271663333653,6.182717032604583,6.665685161643463,97.34924402347148,2,358,0,0.8871559729620458
Chiller,32.903062951079406,87.34574692284662,22.554914661508146,62.12759540718315,6,180,1,1.1849798823505417
Pump,34.9376837396632,86.21830869385515,21.35404195838478,44.26248208523562,1,349,1,0.9699934201914254
Pump,24.26126201861642,76.60929720922671,18.152411714810707,49.00665700757416,3,110,0,1.0330239684949984
AHU,25.626380726227225,118.86251729998956,6.124276551769125,25.31242827683979,1,338,0,0.6325151144203869
Pump,30.27520594944653,40.8661351128284,19.51754508939386,99.14796112336313,0,78,0,0.7382739800447904
Pump,33.06532826790627,44.09676433622354,20.15914656218038,23.143355612055394,1,2,0,0.7152643036394027
Chiller,28.08175368117533,14.078031338853888,19.355292354286753,72.39256985182872,2,321,0,0.9117651041807548
Pump,24.655936869023098,55.92178570252981,6.279317742384823,55.41887421651666,1,276,0,0.5262445412951702
AHU,25.014571294426602,35.02058051700753,16.878159141355294,95.91329745509721,2,290,0,0.6221002103618225
Pump,29.825508490445717,44.489470750429085,20.686495914987972,39.679979224543615,1,297,0,0.9285148881620153
Pump,18.05471048127274,100.97575587939718,15.547068024393354,62.566945915040904,3,169,0,1.3042228102859765
Chiller,28.53301873681729,112.58071905566202,16.928147504561778,58.58849668662024,2,240,1,1.4950886825655076
Chiller,24.043381177503075,26.359303280596347,13.167269588526123,76.22931552400811,2,23,0,0.4172863117174131
Chiller,31.501354631710434,47.83852712864857,14.574146397681051,25.44081855619364,3,294,1,1.4452225479839804
AHU,19.580840876993246,111.79251464327032,4.687537167034504,35.50313040186839,0,172,0,0.44150387877461683
Pump,27.99943853812264,12.107972979260602,16.77926043946569,37.165185607427986,2,323,0,0.47132868834302316
Pump,26.176539128064103,15.62146073280853,5.628944257823184,79.05206038733517,2,318,0,0.5739187646249772
Chiller,28.919533940388867,23.720963758716376,12.700291886804468,35.131095706139206,2,286,0,1.009872591598264
AHU,19.10251110621046,73.4494759245906,9.853101953348157,65.87934111127814,5,343,1,1.4173811888606018
AHU,27.85972438627823,22.304311165689708,14.908559004234261,37.21950564007629,2,193,0,0.5348644006234202
Chiller,27.5452379953119,116.32878386683436,6.668326710464141,88.92999600671827,0,169,0,0.7467125973324035
Chiller,27.531221605074904,56.37217063472984,17.832868039466362,95.37483635917108,2,118,0,0.5435335333657937
Chiller,28.25929033213973,62.674565440269134,19.900230738569405,61.479437995379236,4,6,1,1.5348186638140047
Pump,29.49995493284816,33.36574081762174,7.26708899486313,48.18471073673426,0,331,0,0.9653489245905729
Chiller,31.684812994573086,59.160429029994354,6.086261747037643,38.72462200139993,1,132,0,0.9811774814225165
AHU,22.586952242179642,81.12006775325632,6.910309655747183,23.9824801218435,3,93,0,0.8407479014568325
AHU,32.02583997306105,91.38537074971492,21.542551237970034,41.48000609579963,1,251,1,1.3804028824967984
AHU,26.470346598478713,91.69482951164,14.563785235127124,72.33886239562543,0,10,0,0.7199665736146192
Pump,19.30999074528363,71.45747795982015,13.345219920150052,62.68935450473687,1,51,0,0.6686627849095333
Pump,18.995365797147645,109.00137412429358,6.134236382047085,95.52330226247419,1,349,0,1.013567142008646
Chiller,23.682051417833033,99.00190244020258,16.991120135139234,51.70218099933605,2,294,0,0.8723782266909089
AHU,31.343248610894946,92.06053319034193,21.3599918379018,75.50906738627157,0,129,0,1.0107042605154264
Chiller,30.030575890595568,11.394634993252971,20.563717386469058,59.14581979800971,1,249,0,1.3247621273088876
Chiller,31.40645439943091,5.790965655259671,16.521094179616025,61.00609727393693,1,102,0,0.8255680375113283
Chiller,26.79357395950736,29.431436877479392,5.505574333033472,41.4219451683294,2,337,0,0.47605856266664986
AHU,25.48338296524334,81.30521330004701,6.24794054352026,56.39606214735998,4,83,0,0.8785120617402413
AHU,20.506692954006827,52.28771122149277,4.9861797421964935,57.66279976101658,2,191,0,0.43047824667191453
Chiller,23.579276811358298,51.27671981942085,9.149584329849386,76.53140173991471,0,143,0,0.5916422173093129
Chiller,25.37832922495588,106.72749214640558,6.713229343207555,95.25119993488912,2,237,0,0.9001631183958678
Pump,19.50620730455349,107.98972753516145,9.200960805048677,46.34570219860034,1,287,0,0.7223092959240606
Chiller,21.75040319609059,109.55515536616235,11.701161114379234,23.376037486503876,1,277,0,0.5535927029735729
Chiller,28.16982999908356,41.09597879922814,22.859655681422712,59.703610040051174,0,291,0,1.508246706310283
AHU,30.506272942066225,84.4714184650151,16.20752119563384,63.55690657193349,1,169,0,1.306157996552845
Pump,34.971907693680144,36.23781584655251,20.699475713659247,33.47524409055322,1,144,0,1.1086557103912595
Chiller,33.862926632840484,26.920130803561726,18.207030014246644,80.83716850208533,1,184,0,0.9782551285637768
AHU,28.923608392098256,26.23273259494746,6.250062610532635,98.79432867531933,2,45,0,0.9984789734168847
Pump,25.161216905999225,44.342376399313316,18.718408127478977,95.66197736067687,1,243,0,0.8129323010469315
Chiller,28.81501520003996,54.445126274679495,9.501977631182488,35.76848310589217,1,315,0,0.8762958247660453
AHU,31.356077507363942,100.55915467133286,16.78215693989413,90.02905919206086,3,268,1,1.3595449304970042
AHU,20.011715245697584,18.78747574936189,10.81923947285977,76.35949091293477,2,253,0,0.5836449025393394
AHU,24.9683831248369,89.51647245041283,23.953445265293183,56.30772510455293,1,289,0,0.7113512283179103
AHU,32.276638855805494,66.11731513177011,9.271029589935557,63.248879545978326,4,212,1,1.9024942727612448
AHU,24.525160182861747,38.11371440773914,9.582609415485393,87.96801399859665,1,177,0,0.4617936574285298
Chiller,27.721828610862172,61.67425222127483,22.613445111247966,58.41079517106985,1,21,0,0.5217766433809015
Pump,27.99207913465737,39.493338024357605,4.492888092726453,49.85658952841015,1,316,0,0.6138777815756238
Chiller,21.13609630327187,73.54942485240518,17.933779757463938,59.45979944207886,0,52,0,0.5006605571992244
Chiller,24.158002508088902,54.89205112835308,18.506527814717565,66.33038432280392,1,233,0,0.7777125600610353
Chiller,23.686691908612847,23.906635844071054,20.727571548207987,35.12621230226791,0,123,0,0.37340239688384297
AHU,18.4453440450451,18.407053573905124,23.488786212769508,92.07261842135925,1,362,0,1.0705024010362647
AHU,18.411259986153038,67.87000343829496,23.51203838313305,73.93495590636911,1,100,0,0.6269319479483827
Chiller,32.13884974248815,108.7774988279019,5.305535151329278,70.6615133869991,3,214,1,1.648304164157674
AHU,22.64220376953781,44.55513395413384,20.43678645505805,27.95969809445105,2,327,0,0.8175942290161416
Chiller,26.807339026059864,89.29501233060166,16.926198673147624,68.33391505380735,0,135,0,0.8846571764683364
AHU,23.07833475100914,80.7460558180732,16.946842687461825,29.676852979079385,1,318,0,0.937884468074259
Chiller,33.991547166960785,112.12881514559031,6.566998532293896,26.295814015631926,2,218,0,1.1212577311013943
AHU,22.408044900718153,99.4128169894012,17.003743328913068,62.18487165139146,2,88,0,0.6281411163057403
AHU,25.3041658165619,70.15960477412824,23.649651612024957,52.222842723719594,6,280,1,1.2383738633828956
Pump,32.836414258238236,80.55850729692234,22.23637139078894,67.10482161249786,1,40,0,1.1982257527913915
Chiller,32.31287063546075,108.314443657164,12.78261321609701,27.13777344457909,2,240,0,1.3758385128763342
Chiller,21.163724103386713,50.9446602274975,4.798959465721887,54.47864502778067,4,332,0,0.8343985183522421
Chiller,31.644936266527075,42.5813911736444,11.245869800004098,33.982937203612636,0,136,0,0.7923555922912506
Pump,25.789177074544174,6.243274618047579,20.527806232011105,98.96800687392933,0,182,0,0.7961867523564657
Pump,26.21047082545104,100.05337353201838,18.02998202930332,64.89201699481396,1,265,0,0.8491580936421333
Chiller,20.269159531071043,97.11278054638696,13.186873111879128,74.99494887526939,3,259,1,1.1345069205756546
AHU,19.37022573387112,17.01226958151741,5.102030703176622,46.033462454608625,0,182,0,0.4001150195892993
Pump,30.37496821855401,71.33859883026052,12.537894556466053,27.579113182347534,0,21,0,0.8372407755186633
AHU,26.439839590040094,58.35789528919205,13.38049879435767,98.06966902268293,1,351,0,1.2170356049168947
AHU,25.426461944458055,18.65154598354782,22.57111065788272,42.90072283065466,0,196,0,0.5757870000371771
Chiller,30.401639887090745,117.7653461119832,16.821722071643187,53.90465481388594,1,212,1,1.0137444098852515
Chiller,31.013719282848868,29.690027058285875,10.233058333092977,71.98911373620601,2,16,0,0.6325841088402956
Pump,20.70143885037901,12.731930710414531,14.506365289014427,21.975783814888903,2,202,0,0.3191900673494539
Pump,28.3738275411199,73.4074486427196,5.321106156443202,84.82073044138295,2,363,1,1.3253078634534927
AHU,20.301019398720655,89.96966787029875,23.451364712994735,62.926255202289624,2,218,0,0.8707143025604074
Chiller,30.77337646249378,8.7309962954265,11.201198038614521,42.257374965505775,0,93,0,0.6123017950824176
Chiller,29.168237656541372,80.75252845360755,13.557347098262717,24.92863882339754,1,133,0,1.0450250614444923
AHU,34.26244855841878,66.21356573441726,11.105679484738452,32.99987323795531,0,139,0,1.0409686695547573
Pump,19.17228627805916,16.87547602063057,17.650234602324005,91.60270870827495,2,157,0,0.5441889866874177
Pump,18.969930259571324,24.84024584883164,17.24464316659186,74.88193791487129,2,335,0,0.7229697902505783
Pump,22.797180269784402,70.31704419134925,18.306446210582713,39.992137730951185,2,70,0,0.6795439684072339
AHU,22.448996623510403,39.08112555402816,9.362864592238417,25.24806119560236,1,304,0,0.5405169326860935
Chiller,22.198639584223997,112.90630879490135,10.31336962328132,75.24922499093091,3,15,0,1.1685044156087356
Chiller,33.40632786885762,99.15512639066584,6.505024621924159,65.79261807742121,2,235,0,1.1241902066343807
Pump,22.242285397441606,118.11022874907125,17.11019943692225,52.361561956658804,2,212,0,0.9728799531986417
AHU,22.623145344186728,34.86214647929761,4.795942546713051,49.08891593520511,3,290,0,1.1523508740356898
Chiller,30.90977046110538,116.51821777176735,15.953646710469181,37.34514207432866,2,60,0,1.102889539259926
Chiller,25.64557732165918,54.59189502602916,21.393917697032677,73.56890052300142,0,252,0,0.9844034583782377
AHU,31.20407946823808,44.96466146108178,21.81664296579267,97.65344222350964,1,2,0,1.2500986484397816
Chiller,19.11122467859455,10.790195601475624,12.980755207399234,34.05721966694607,1,236,0,0.5197508934794826
Chiller,26.288710292447533,11.068004653854302,13.186073764261476,67.76932960124027,1,336,0,0.5973876207425671
AHU,18.571431203115804,84.5812944338653,5.539383660160347,53.9348044596781,0,19,0,0.41346447944831677
AHU,19.065104458741025,57.66183435991321,17.415300508860714,55.73509773957319,0,49,0,0.5892563908403461
AHU,33.40943670685499,31.049986994152157,20.42518840745691,40.33178241022515,0,78,0,0.9316504024121557
Chiller,20.36717130899912,75.60658522740175,8.89310109209426,86.01079005291352,2,28,0,0.4451601131331642
AHU,27.051151598678693,34.07868359876279,12.426017632667293,58.82044833177929,5,48,0,0.5976102128662959
Chiller,24.98862524421201,71.4276517496086,20.776786735305407,63.472468175861124,2,96,0,0.7183940287082771
Chiller,23.904836546400325,46.30900590300939,21.54240935324576,44.38087302378606,1,165,0,0.5182630019934138
AHU,33.29716687668363,99.70850606035918,8.863599605284518,34.54467725335598,2,176,0,1.0194435986169084
AHU,18.37099774518332,99.38005848817963,15.011412690827285,26.87283105622564,1,73,0,0.6132456532108322
Pump,29.284424664985014,59.895295784076154,7.849863012716542,77.12953127399328,3,356,1,1.6982185999885564
AHU,34.377705381630356,45.34419757352679,6.037575282791131,35.69874253502845,0,29,0,0.5269000409567163
AHU,27.522859118851315,46.69437660429587,22.22241002783915,75.20602833510381,0,157,0,0.5676155669492655
Chiller,33.925981854562565,97.65717045184506,20.410150084642183,51.23011568375631,0,314,1,1.0910779706947087
AHU,18.888383947862405,42.74064052172538,19.20069803606348,53.261984079172116,1,304,0,0.6494100750263503
Chiller,25.119486424260742,29.04182797628729,4.975326376262808,57.53419968742173,2,279,0,0.6156694778952597
Chiller,22.42268244635487,14.739159315660284,20.874575854205148,49.41668065020345,0,283,0,0.6707820407934093
Pump,30.423956404672406,58.66970890170697,12.760881518107675,28.049598177807205,1,7,0,0.6121769070303643
AHU,34.6820505384532,60.44519137578182,10.847902465917192,44.77054480022766,0,305,0,0.8220436410399139
Pump,22.36101106155221,101.70450169633432,14.929527220507529,73.09874885551508,0,182,0,0.6402179135731402
AHU,29.120968225059265,30.442450091297356,5.827064854471116,73.26275211750968,2,109,0,1.1149810630313834
Pump,21.367659756915582,48.81399647186599,19.132930987047978,42.897944579199546,1,324,0,0.7507969603549925
AHU,27.610614327717368,97.96665997277445,15.648701537765918,56.80821012461504,2,206,0,0.941544906706942
AHU,25.886852273701717,99.71671523613195,7.73180193746335,35.475778240954995,2,234,0,0.818166445247126
AHU,34.52409060373613,49.23027373755834,7.764643995380911,36.82976652238686,1,187,0,0.9094445488066026
Chiller,28.34496363583993,57.7992626779683,7.6849730314534845,21.843767072528593,1,329,0,1.1629246439744512
AHU,23.94160832547592,39.87787744766754,5.140047751038679,91.73972399261957,1,357,0,0.6598458990965257
Chiller,19.939628343094867,112.24381101822088,15.755968987433697,36.8565332059925,1,8,0,0.5912969886536907
Chiller,20.57119608849389,18.644033060281735,20.806963551770163,38.202710154917064,0,53,0,0.33906214665532936
AHU,21.830387809170997,112.38118364516905,4.349964279747772,42.368114611610544,3,199,0,1.2740567076665907
Chiller,22.266433242785066,83.64464196106447,4.980092899425471,30.192645735634322,0,137,0,0.3686106832893577
Pump,32.46047298329934,66.13079755897408,15.455405533738915,71.14103065450902,2,259,0,1.3866280423274993
Pump,27.540787400802923,8.755791990217025,20.389913707721046,26.011436254206927,1,334,0,0.4832349500840972
Pump,26.89764549336423,59.693562059530954,10.534777811372672,30.736194106108023,5,172,0,1.1276216923678468
AHU,19.951070821776696,51.891032075314214,10.992287976154444,71.58053812720743,1,86,0,0.4680178287651512
Chiller,32.6223747869404,23.540163377139095,15.926929949935518,47.172849638515416,2,46,0,0.8560850546654798
Pump,30.287843154544223,80.48710440257554,9.48425778248294,76.63582613609512,1,346,1,1.2796705248518687
AHU,19.150362152300026,116.68235434735287,4.532167321553683,64.59397957361136,1,186,0,0.6687655938829403
Pump,30.033196652906067,69.6517132724204,18.704570362031923,40.48169384492105,1,156,0,1.1116249358002932
Pump,27.240149694824986,87.19662679105377,16.512998258829064,72.06623603914625,1,9,0,0.7378457694051446
Pump,19.38933087769523,12.871802045091929,15.615119981113182,29.301894423430454,1,115,0,0.27268337266548653
Chiller,25.79111090598716,53.03170451895439,18.833682579836463,62.91283064640243,0,154,0,0.8096390101274209
AHU,26.2398368812108,18.381225793917025,17.50461675124075,54.97184840360277,1,130,0,0.5318787104722396
Pump,20.81816718277569,75.4715210866987,8.117639763566423,41.42988662539526,1,331,0,0.8804213942950951
Chiller,34.0768684990048,112.92544819462778,11.049620938867022,68.32039981916,2,81,0,0.9937006793272526
Chiller,32.44958131517125,81.10443923423843,6.5222028335725,89.7066873872226,0,290,1,1.2230239722834795
AHU,29.37337973459484,13.832350556158476,6.59714026835762,99.91237598104614,2,147,0,1.1607213173359099
Pump,25.85902453701032,45.78661357328453,17.523914927130782,68.62102149947395,2,295,0,0.7493057190862058
AHU,25.000014206936644,68.32628863569792,21.172002139649965,52.376469946333614,1,269,0,0.8157923971677778
AHU,29.06654894156622,51.368891955324,23.254651677222782,38.01656801729613,1,133,0,0.6993089056060859
Chiller,27.272341779917394,100.86906120464482,16.56694235098889,40.567687151608936,3,50,0,0.7687023497183811
AHU,19.058642799992057,98.68716554164875,7.682026467219139,58.356398251981254,3,23,0,0.9884561260603338
Pump,26.712545029095637,75.36056731187047,6.113006908978614,49.38221610245674,1,88,0,0.5469288847961831
Chiller,31.70886149295827,47.9476636902611,20.257019430735156,93.10516180999554,2,112,0,1.144790199844093
AHU,25.807077919148288,34.36368298277308,15.575129527199985,49.46363741245676,0,111,0,0.3817822575358207
Pump,18.883261818422564,17.17554659450987,16.365700420274397,49.87556729163484,3,72,0,0.7813879632090953
AHU,31.36672938952856,45.813233600953716,19.629241775094187,50.68276099471816,1,154,0,0.9120757848481897
AHU,21.423184296311565,52.514839478887744,18.06554455464903,86.92961682941265,2,57,0,0.6035127462773846
AHU,22.39655419309666,82.71963638696846,20.689165057121933,72.06306566775214,0,257,0,1.0719182654294275
AHU,20.80000800834903,80.68837979422095,5.1242781091975695,69.13350802551142,1,156,0,0.725863733418071
Chiller,23.613656102815458,13.062436058744549,18.950412734930097,46.73144179070897,1,113,0,0.34113358237679636
